Initial Board,Solved Board,Dimension,BoxSizeX,BoxSizeY,Difficulty,TimeGenerate,TimeBT,Solvable (Backtracking),TimeCP,Solvable (Constraint Propogation)
1 2 3 0 5 0 0 9 0 11 0 0 14 0 0 17 18 16 0 0 0 10 0 0 1 14 15 0 17 0 0 3 0 4 7 0 13 14 0 16 0 0 0 3 0 0 6 7 1 8 0 10 11 0 2 1 0 3 6 5 9 7 12 8 0 11 13 0 0 18 0 0 8 10 0 0 13 12 0 15 0 0 18 16 0 0 0 5 0 11 11 0 0 0 0 17 4 0 2 0 13 5 0 0 0 0 12 0 0 4 0 0 0 6 5 0 0 0 11 12 15 0 18 0 0 0 5 8 0 0 10 13 6 16 17 18 0 15 7 2 0 0 0 0 0 0 17 14 0 15 0 2 0 3 7 4 0 0 0 11 9 8 0 0 0 1 15 8 10 0 0 12 0 9 18 14 11 0 0 7 0 0 0 12 0 16 0 4 18 14 0 17 0 0 1 2 0 15 17 11 18 0 14 10 15 6 7 0 2 0 9 0 0 16 0 0 9 0 5 6 3 14 17 13 16 0 1 10 11 0 0 0 0 0 16 17 0 0 1 0 7 18 8 9 5 0 12 13 4 0 0 0 10 0 13 7 8 4 0 11 6 0 0 14 16 0 0 3 0 0 0 0 0 0 4 0 0 10 3 0 0 0 0 11 16 7 0 1 15 6 16 0 0 3 0 0 11 7 4 0 0 0 0 8 5 0 18 0 0 8 11 1 16 17 5 13 0 0 6 4 0 12 14 3 ,1 2 3 4 5 7 8 9 10 11 12 13 14 15 6 17 18 16 6 9 8 10 12 11 1 14 15 16 17 18 2 3 5 4 7 13 13 14 15 16 17 18 2 3 4 5 6 7 1 8 9 10 11 12 2 1 4 3 6 5 9 7 12 8 10 11 13 16 14 18 15 17 8 10 7 9 13 12 3 15 14 17 18 16 4 1 2 5 6 11 11 15 14 18 16 17 4 1 2 6 13 5 3 7 8 9 12 10 3 4 1 2 7 6 5 8 9 10 11 12 15 17 18 13 16 14 5 8 9 11 10 13 6 16 17 18 14 15 7 2 12 1 3 4 12 16 17 14 18 15 13 2 1 3 7 4 5 6 10 11 9 8 4 3 2 1 15 8 10 5 13 12 16 9 18 14 11 6 17 7 7 5 6 12 9 16 11 4 18 14 3 17 8 10 1 2 13 15 17 11 18 13 14 10 15 6 7 1 2 8 9 12 3 16 4 5 9 12 5 6 3 14 17 13 16 4 1 10 11 18 7 15 8 2 16 17 11 15 1 2 7 18 8 9 5 3 12 13 4 14 10 6 10 18 13 7 8 4 12 11 6 2 15 14 16 5 17 3 1 9 14 13 12 5 4 9 18 10 3 15 8 6 17 11 16 7 2 1 15 6 16 17 2 3 14 12 11 7 4 1 10 9 13 8 5 18 18 7 10 8 11 1 16 17 5 13 9 2 6 4 15 12 14 3 ,18x18,6,3,EASY,7890,859,1,15,1
0 2 0 5 6 0 0 8 0 14 10 0 12 0 15 16 0 0 0 3 9 14 10 0 0 0 0 6 17 0 1 2 0 0 0 11 11 13 16 0 18 17 1 2 4 0 0 0 3 0 0 9 10 14 2 1 0 4 0 0 7 9 8 0 0 0 13 12 0 0 16 18 0 0 10 0 0 0 4 6 12 0 18 0 2 1 0 14 0 0 0 0 13 17 15 18 2 0 3 11 5 0 0 7 6 8 9 0 0 4 1 2 0 0 0 0 0 8 12 0 9 14 13 18 15 0 6 8 0 12 16 0 14 13 0 0 15 0 5 3 2 0 0 7 9 11 18 0 0 0 5 0 0 3 4 7 0 0 0 0 0 1 4 5 2 0 0 0 9 7 0 12 0 10 0 0 18 17 14 0 13 15 6 7 9 0 0 0 17 18 16 0 10 0 1 0 12 5 10 18 0 16 17 14 0 4 1 2 13 5 0 0 0 3 6 0 0 6 7 3 0 2 10 11 0 0 8 0 0 18 0 12 0 0 0 16 14 0 0 9 0 0 5 0 0 0 0 11 7 15 0 3 0 17 8 11 0 0 0 0 0 1 3 0 14 0 0 6 0 4 14 7 0 0 2 3 17 12 10 0 0 0 11 15 9 0 0 0 0 10 15 0 8 1 0 5 0 0 0 0 0 0 14 7 0 12 17 0 0 9 0 4 0 0 15 0 6 3 0 10 5 0 0 2 ,1 2 4 5 6 7 3 8 9 14 10 11 12 13 15 16 18 17 8 3 9 14 10 12 13 15 16 6 17 18 1 2 4 5 7 11 11 13 16 15 18 17 1 2 4 5 7 12 3 6 8 9 10 14 2 1 3 4 5 6 7 9 8 10 14 15 13 12 17 11 16 18 7 9 10 8 11 16 4 6 12 17 18 13 2 1 3 14 5 15 12 14 13 17 15 18 2 1 3 11 5 16 4 7 6 8 9 10 3 4 1 2 7 5 6 10 11 8 12 17 9 14 13 18 15 16 6 8 17 12 16 10 14 13 18 9 15 1 5 3 2 4 11 7 9 11 18 13 14 15 5 16 2 3 4 7 6 8 12 10 17 1 4 5 2 1 3 8 9 7 6 12 11 10 15 16 18 17 14 13 13 15 6 7 9 11 8 3 17 18 16 14 10 4 1 2 12 5 10 18 12 16 17 14 15 4 1 2 13 5 7 9 11 3 6 8 5 6 7 3 1 2 10 11 14 15 8 4 17 18 16 12 13 9 18 16 14 10 4 9 12 17 5 13 2 6 8 11 7 15 1 3 15 17 8 11 12 13 16 18 7 1 3 9 14 5 10 6 2 4 14 7 5 18 2 3 17 12 10 16 1 8 11 15 9 13 4 6 16 10 15 6 8 1 11 5 13 4 9 2 18 17 14 7 3 12 17 12 11 9 13 4 18 14 15 7 6 3 16 10 5 1 8 2 ,18x18,6,3,EASY,23156,0,1,31,1
0 2 3 7 5 0 9 10 6 11 12 13 0 15 0 17 4 18 4 0 0 0 0 0 14 15 0 16 17 0 0 1 5 0 8 0 0 13 0 17 0 0 1 3 4 5 7 0 2 6 9 10 11 12 3 1 4 6 0 5 0 0 0 10 11 0 16 13 14 15 0 0 8 9 0 12 0 17 0 1 0 0 0 15 4 2 7 0 5 11 0 0 0 0 0 2 4 0 7 0 13 17 8 0 1 9 12 0 2 0 0 0 0 0 5 0 0 0 0 0 13 0 15 0 0 0 5 8 0 9 10 0 2 12 0 0 0 16 0 4 3 1 0 0 12 0 14 18 17 0 0 0 1 0 0 0 0 8 2 11 10 0 0 4 2 11 1 3 7 13 0 8 10 14 9 0 18 0 16 0 0 5 8 0 9 10 16 17 0 12 15 0 0 0 4 0 3 6 16 0 18 14 0 0 0 0 0 2 4 6 0 0 10 0 13 1 0 0 6 2 0 11 0 16 13 14 0 0 0 18 0 0 15 0 0 16 0 1 15 0 0 0 11 7 0 3 0 9 6 0 14 0 0 12 0 8 14 9 17 6 0 0 0 0 0 0 0 0 0 7 0 18 12 0 4 0 0 0 16 3 0 0 0 0 0 0 0 2 9 10 0 3 8 0 0 0 12 0 1 2 18 7 13 16 0 5 13 11 7 0 2 0 18 14 0 0 9 5 0 10 0 0 1 3 ,1 2 3 7 5 8 9 10 6 11 12 13 14 15 16 17 4 18 4 6 9 10 11 12 14 15 2 16 17 18 3 1 5 7 8 13 14 13 15 17 16 18 1 3 4 5 7 8 2 6 9 10 11 12 3 1 4 6 7 5 8 2 9 10 11 12 16 13 14 15 18 17 8 9 10 12 13 17 3 1 14 18 16 15 4 2 7 6 5 11 11 14 16 15 18 2 4 5 7 6 13 17 8 3 1 9 12 10 2 3 1 4 6 7 5 8 10 9 14 11 13 12 15 18 17 16 5 8 11 9 10 13 2 12 17 15 18 16 6 4 3 1 7 14 12 15 14 18 17 16 6 4 1 13 3 7 5 8 2 11 10 9 6 4 2 11 1 3 7 13 5 8 10 14 9 17 18 12 16 15 7 5 8 13 9 10 16 17 18 12 15 1 11 14 4 2 3 6 16 17 18 14 12 15 11 9 3 2 4 6 7 5 10 8 13 1 10 7 6 2 3 11 12 16 13 14 8 9 1 18 17 5 15 4 17 16 5 1 15 4 10 18 11 7 2 3 12 9 6 13 14 8 18 12 13 8 14 9 17 6 15 1 5 4 10 16 11 3 2 7 15 18 12 5 4 1 13 7 16 3 6 10 17 11 8 14 9 2 9 10 17 3 8 14 15 11 12 4 1 2 18 7 13 16 6 5 13 11 7 16 2 6 18 14 8 17 9 5 15 10 12 4 1 3 ,18x18,6,3,EASY,2984,0,1,15,1
0 2 0 0 0 0 6 0 9 10 17 0 0 0 14 15 0 18 11 0 0 9 10 0 12 13 0 0 16 18 0 0 3 0 0 5 12 0 14 15 16 0 2 0 0 0 5 0 6 8 9 10 11 17 2 0 0 3 0 5 7 0 8 11 10 12 0 14 15 17 18 16 7 0 0 0 11 0 0 0 15 16 0 17 1 0 6 0 3 0 13 14 0 0 0 0 0 2 1 0 4 0 7 0 0 0 0 0 0 0 5 0 7 6 1 0 11 8 9 0 0 0 16 18 0 15 0 0 0 11 9 0 0 0 0 18 0 0 3 6 2 0 5 13 0 0 16 0 17 13 5 3 2 7 6 15 0 10 0 8 0 11 4 0 0 5 2 14 8 6 10 0 11 0 15 17 0 12 0 9 0 0 0 0 8 9 0 0 18 17 15 2 5 3 10 16 0 7 15 0 18 0 12 0 9 5 0 3 13 14 8 0 11 1 0 0 5 6 9 0 0 2 10 4 0 12 0 3 0 0 0 0 15 0 10 15 11 0 14 0 17 18 13 5 7 0 9 0 0 0 4 0 16 0 17 12 0 0 0 15 6 2 14 0 10 5 0 3 0 0 9 5 0 0 0 0 16 0 0 13 0 10 0 7 0 0 8 1 0 0 0 14 0 0 18 0 0 0 0 0 16 15 0 2 0 3 18 0 12 13 0 0 0 7 4 14 0 8 17 11 0 9 6 0 ,1 2 3 4 5 7 6 8 9 10 17 11 12 13 14 15 16 18 11 8 6 9 10 17 12 13 14 15 16 18 2 1 3 4 7 5 12 13 14 15 16 18 2 1 3 4 5 7 6 8 9 10 11 17 2 1 4 3 6 5 7 9 8 11 10 12 13 14 15 17 18 16 7 9 8 10 11 12 13 14 15 16 18 17 1 2 6 5 3 4 13 14 15 17 18 16 3 2 1 6 4 5 7 9 8 11 10 12 3 4 5 2 7 6 1 10 11 8 9 13 14 12 16 18 17 15 8 10 1 11 9 15 14 16 17 18 12 4 3 6 2 7 5 13 14 12 16 18 17 13 5 3 2 7 6 15 4 10 1 8 9 11 4 3 7 5 2 14 8 6 10 1 11 16 15 17 18 12 13 9 6 11 13 1 8 9 4 12 18 17 15 2 5 3 10 16 14 7 15 17 18 16 12 10 9 5 7 3 13 14 8 4 11 1 2 6 5 6 9 7 1 2 10 4 16 12 8 3 11 18 17 13 15 14 10 15 11 8 14 3 17 18 13 5 7 1 9 16 12 6 4 2 16 18 17 12 13 4 11 15 6 2 14 9 10 5 7 3 1 8 9 5 2 6 15 11 16 17 12 13 3 10 18 7 4 14 8 1 17 7 10 14 4 8 18 11 5 9 1 6 16 15 13 2 12 3 18 16 12 13 3 1 15 7 4 14 2 8 17 11 5 9 6 10 ,18x18,6,3,EASY,11484,0,1,31,1
3 5 9 6 7 0 0 0 12 0 4 0 13 14 15 0 17 18 1 4 0 11 0 0 0 15 0 16 0 0 3 0 6 0 0 9 0 0 15 0 0 0 0 3 6 0 0 9 1 2 4 0 0 0 2 1 0 4 6 0 9 0 5 10 0 0 14 13 0 15 18 0 8 9 11 10 12 15 0 0 16 0 18 0 2 3 0 0 0 7 16 13 0 14 0 0 0 2 0 0 6 0 0 1 0 0 0 10 0 0 0 3 0 5 0 7 0 11 10 13 0 17 0 18 15 0 0 0 12 9 0 11 0 16 0 0 14 15 0 0 0 0 13 5 14 15 13 0 0 16 0 0 2 0 0 8 6 7 3 9 10 11 5 3 2 0 0 13 0 0 7 8 9 14 11 0 12 17 16 15 7 0 0 15 11 9 12 5 18 0 0 0 10 4 2 13 3 0 10 12 0 18 16 14 11 4 13 0 0 0 5 6 0 0 9 8 9 0 0 0 1 3 0 12 0 2 16 10 17 15 18 6 14 0 0 17 0 2 0 10 18 0 1 6 13 0 9 16 11 0 5 4 0 18 0 0 0 0 0 9 0 15 5 0 7 0 0 0 1 2 15 0 0 0 9 1 8 0 0 0 0 5 0 0 0 12 0 6 17 0 6 0 13 0 0 0 0 9 7 1 18 0 0 5 0 3 0 11 5 8 0 0 0 17 0 0 2 0 0 9 0 0 0 0 ,3 5 9 6 7 8 2 10 12 1 4 11 13 14 15 16 17 18 1 4 10 11 2 12 13 15 14 16 17 18 3 5 6 7 8 9 13 14 15 16 17 18 5 3 6 7 8 9 1 2 4 10 11 12 2 1 3 4 6 7 9 8 5 10 11 12 14 13 16 15 18 17 8 9 11 10 12 15 1 13 16 14 18 17 2 3 5 4 6 7 16 13 18 14 5 17 15 2 3 4 6 7 8 1 9 11 12 10 4 2 1 3 8 5 6 7 9 11 10 13 12 17 14 18 15 16 6 7 12 9 10 11 3 16 17 18 14 15 4 8 1 2 13 5 14 15 13 17 18 16 4 1 2 5 12 8 6 7 3 9 10 11 5 3 2 1 4 13 10 6 7 8 9 14 11 18 12 17 16 15 7 6 8 15 11 9 12 5 18 17 1 16 10 4 2 13 3 14 10 12 17 18 16 14 11 4 13 3 15 2 5 6 7 1 9 8 9 8 4 5 1 3 7 12 11 2 16 10 17 15 18 6 14 13 12 17 7 2 15 10 18 14 1 6 13 3 9 16 11 8 5 4 11 18 16 13 14 6 17 9 8 15 5 4 7 12 10 3 1 2 15 10 14 7 9 1 8 18 4 13 3 5 16 11 17 12 2 6 17 16 6 12 13 2 14 11 15 9 7 1 18 10 8 5 4 3 18 11 5 8 3 4 16 17 10 12 2 6 15 9 13 14 7 1 ,18x18,6,3,EASY,10812,0,1,15,1
1 0 2 3 5 6 4 7 8 10 12 11 0 14 15 18 16 0 0 8 0 0 12 0 0 13 0 16 17 18 0 3 4 5 0 0 4 13 15 16 17 18 0 3 0 9 0 6 1 0 0 10 11 12 2 3 0 4 6 0 0 9 11 13 0 12 0 0 16 14 0 0 8 0 0 0 11 16 0 2 4 14 18 0 5 0 7 12 13 0 12 0 0 0 0 0 10 0 0 0 0 0 0 0 9 8 4 11 3 2 1 0 0 8 6 10 0 7 11 14 0 13 0 15 0 16 0 7 0 0 0 10 13 17 18 0 16 15 0 0 0 2 0 8 13 12 0 18 16 15 0 4 1 0 0 8 0 9 0 0 7 0 5 0 0 0 0 0 0 11 6 15 8 10 0 0 18 0 12 0 9 6 7 8 0 0 14 0 17 18 1 0 0 4 0 13 0 5 15 16 0 17 14 11 0 0 0 3 0 13 8 0 0 1 9 6 10 5 0 0 1 3 11 0 14 0 0 0 15 0 0 0 8 4 11 0 8 0 15 0 0 6 3 1 0 5 17 12 0 0 14 0 0 0 0 12 0 9 15 0 10 0 0 4 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 4 0 3 18 0 0 7 5 0 0 15 14 9 3 0 0 8 13 11 10 0 0 0 0 0 0 0 17 0 4 13 7 2 18 0 0 0 6 1 9 0 12 3 10 0 ,1 9 2 3 5 6 4 7 8 10 12 11 13 14 15 18 16 17 7 8 10 11 12 14 1 13 15 16 17 18 2 3 4 5 6 9 4 13 15 16 17 18 2 3 5 9 14 6 1 7 8 10 11 12 2 3 5 4 6 7 8 9 11 13 15 12 10 1 16 14 17 18 8 1 9 10 11 16 3 2 4 14 18 17 5 6 7 12 13 15 12 14 13 15 18 17 10 1 7 6 5 16 3 2 9 8 4 11 3 2 1 5 4 8 6 10 9 7 11 14 12 13 17 15 18 16 6 7 11 14 9 10 13 17 18 12 16 15 4 5 1 2 3 8 13 12 17 18 16 15 5 4 1 2 3 8 6 9 14 11 7 10 5 4 3 1 2 13 9 11 6 15 8 10 14 16 18 17 12 7 9 6 7 8 10 12 14 16 17 18 1 2 11 4 3 13 15 5 15 16 18 17 14 11 7 5 12 3 4 13 8 10 2 1 9 6 10 5 6 2 1 3 11 12 14 17 7 9 15 18 13 16 8 4 11 18 8 7 15 4 16 6 3 1 13 5 17 12 10 9 14 2 14 17 16 12 13 9 15 18 10 8 2 4 7 11 5 6 1 3 16 10 12 6 8 1 17 14 2 4 9 3 18 15 11 7 5 13 18 15 14 9 3 5 12 8 13 11 10 7 16 17 6 4 2 1 17 11 4 13 7 2 18 15 16 5 6 1 9 8 12 3 10 14 ,18x18,6,3,EASY,2515,15,1,31,1
1 0 10 3 0 0 6 7 0 9 11 0 0 13 0 0 0 0 6 7 0 0 12 0 0 0 0 0 17 0 0 2 4 0 0 0 0 0 15 16 17 0 0 2 4 0 12 10 14 3 0 7 8 0 0 0 4 0 3 0 14 8 5 10 13 11 0 9 12 0 0 16 0 0 9 10 11 0 2 17 0 15 18 0 0 0 0 0 0 14 13 14 17 15 18 0 4 0 0 0 9 12 0 1 8 0 5 0 0 12 0 0 0 4 5 6 0 8 0 9 11 14 0 0 0 17 7 5 6 8 9 0 11 0 0 18 0 0 0 12 0 0 0 0 0 11 13 0 15 17 12 0 2 0 16 4 0 0 10 8 9 0 4 0 1 0 0 0 0 11 0 0 14 0 16 17 18 9 0 15 0 10 0 11 0 13 16 18 9 17 0 0 6 0 2 3 0 12 0 17 0 12 0 15 0 4 3 2 5 0 7 0 0 0 14 13 0 4 0 5 0 3 8 9 0 14 0 0 17 18 16 15 0 6 0 9 0 0 6 11 0 5 18 4 3 1 0 10 14 13 0 0 15 18 0 0 0 8 17 16 10 0 0 2 9 11 0 4 1 0 0 6 3 0 0 9 13 10 0 0 8 5 18 0 17 14 0 0 17 0 5 0 0 1 18 0 14 0 0 7 0 0 9 0 0 0 18 16 0 0 0 2 9 15 17 0 0 3 13 7 5 0 6 8 ,1 2 10 3 4 5 6 7 8 9 11 14 12 13 15 16 17 18 6 7 8 9 12 14 3 13 15 16 17 18 1 2 4 5 11 10 11 13 15 16 17 18 1 2 4 5 12 10 14 3 6 7 8 9 2 1 4 6 3 7 14 8 5 10 13 11 15 9 12 17 18 16 5 8 9 10 11 12 2 17 1 15 18 16 3 4 7 6 13 14 13 14 17 15 18 16 4 3 6 7 9 12 2 1 8 10 5 11 3 12 16 1 2 4 5 6 7 8 10 9 11 14 13 18 15 17 7 5 6 8 9 10 11 14 13 18 15 17 4 12 1 2 16 3 14 11 13 18 15 17 12 1 2 3 16 4 5 6 10 8 9 7 4 3 1 2 5 6 7 11 12 13 14 8 16 17 18 9 10 15 8 10 7 11 14 13 16 18 9 17 1 15 6 5 2 3 4 12 9 17 18 12 16 15 10 4 3 2 5 6 7 8 11 1 14 13 10 4 2 5 1 3 8 9 11 14 7 13 17 18 16 15 12 6 16 9 12 17 6 11 15 5 18 4 3 1 8 10 14 13 7 2 15 18 14 7 13 8 17 16 10 12 6 2 9 11 3 4 1 5 12 6 3 4 7 9 13 10 16 11 8 5 18 15 17 14 2 1 17 15 5 13 8 1 18 12 14 6 2 7 10 16 9 11 3 4 18 16 11 14 10 2 9 15 17 1 4 3 13 7 5 12 6 8 ,18x18,6,3,EASY,9546,31,1,15,1
1 2 0 0 5 0 7 0 0 10 11 12 14 0 0 0 0 18 0 0 9 0 0 12 0 14 0 0 0 17 0 0 3 0 0 6 0 0 0 16 0 0 0 2 0 4 0 6 7 0 11 8 10 0 0 1 4 0 0 5 8 0 10 0 12 11 13 14 0 0 15 17 0 0 0 0 12 13 5 0 0 0 16 18 3 1 0 6 7 0 14 15 0 18 0 0 0 0 0 6 0 7 5 0 8 9 12 11 0 4 0 0 0 7 9 5 0 0 10 0 15 0 18 12 13 16 5 0 8 9 13 0 0 16 17 0 1 0 2 0 0 7 0 14 12 16 0 14 0 17 4 6 2 0 7 0 8 0 0 10 0 0 4 0 5 1 0 0 6 0 18 2 0 0 11 0 0 13 16 15 6 18 2 12 14 15 0 17 13 1 4 16 0 7 10 3 8 5 0 7 13 17 0 0 15 9 5 0 0 8 6 4 2 0 18 1 9 0 0 3 1 0 17 10 0 15 0 4 0 18 0 11 14 13 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 7 10 12 7 0 18 0 3 11 0 0 0 13 4 6 0 17 0 8 0 0 14 7 0 0 10 18 0 8 0 0 12 16 0 0 9 3 17 0 16 0 0 0 14 4 0 0 15 2 0 11 7 5 0 10 0 11 12 5 3 10 0 13 0 0 0 1 0 0 14 15 0 0 ,1 2 3 4 5 6 7 8 9 10 11 12 14 13 15 16 17 18 7 8 9 10 11 12 13 14 15 16 18 17 1 2 3 4 5 6 13 14 15 16 17 18 1 2 3 4 5 6 7 9 11 8 10 12 2 1 4 6 7 5 8 3 10 9 12 11 13 14 16 18 15 17 8 9 10 11 12 13 5 15 14 17 16 18 3 1 4 6 7 2 14 15 17 18 16 3 2 1 4 6 13 7 5 10 8 9 12 11 3 4 1 2 6 7 9 5 8 11 10 14 15 17 18 12 13 16 5 10 8 9 13 11 12 16 17 18 1 15 2 3 6 7 4 14 12 16 18 14 15 17 4 6 2 13 7 3 8 5 1 10 11 9 4 3 5 1 8 9 6 7 18 2 14 10 11 12 17 13 16 15 6 18 2 12 14 15 11 17 13 1 4 16 9 7 10 3 8 5 11 7 13 17 10 16 15 9 5 12 3 8 6 4 2 14 18 1 9 5 6 3 1 2 17 10 7 15 8 4 16 18 12 11 14 13 16 17 11 13 4 8 18 12 1 14 6 9 10 15 5 2 3 7 10 12 7 15 18 14 3 11 16 5 2 13 4 6 9 17 1 8 15 6 14 7 2 4 10 18 11 8 17 5 12 16 13 1 9 3 17 13 16 8 9 1 14 4 12 3 15 2 18 11 7 5 6 10 18 11 12 5 3 10 16 13 6 7 9 1 17 8 14 15 2 4 ,18x18,6,3,EASY,4093,0,1,31,1
2 1 3 0 5 0 7 9 0 0 13 0 0 0 0 16 17 18 7 8 0 10 0 0 0 2 14 0 0 18 0 4 5 13 15 0 13 0 17 15 16 18 3 4 5 6 0 0 1 0 7 9 10 0 3 2 0 0 0 0 0 0 0 10 0 12 13 14 0 17 18 16 0 9 16 11 13 15 2 1 3 14 18 0 0 0 10 6 0 0 6 12 14 17 0 10 4 5 7 0 0 0 2 0 0 0 0 11 4 3 0 1 0 8 9 7 2 11 0 0 12 15 0 0 0 17 9 0 0 0 12 0 0 15 17 18 0 14 6 0 1 2 0 8 0 0 18 16 2 0 8 0 0 0 0 0 5 0 13 0 0 0 0 4 0 2 0 9 10 6 0 17 7 0 16 0 0 14 3 13 0 6 7 3 14 0 0 18 0 0 0 0 8 0 9 11 5 15 11 17 12 18 0 16 13 14 0 3 5 9 7 0 0 10 1 0 12 0 0 0 7 0 0 10 18 0 9 0 0 0 2 15 13 0 15 10 0 14 0 0 16 12 0 5 0 7 9 18 0 0 8 0 0 16 13 0 9 0 14 17 0 15 6 0 10 0 0 5 0 1 16 0 0 0 0 14 15 0 8 0 4 0 0 5 0 12 0 3 0 13 0 0 3 4 18 0 0 0 0 5 0 10 0 0 2 0 1 18 6 9 0 0 0 16 12 0 3 0 0 0 0 0 0 0 ,2 1 3 4 5 6 7 9 10 12 13 15 14 8 11 16 17 18 7 8 9 10 11 12 1 2 14 16 17 18 3 4 5 13 15 6 13 14 17 15 16 18 3 4 5 6 8 11 1 2 7 9 10 12 3 2 1 5 4 7 6 8 9 10 11 12 13 14 15 17 18 16 8 9 16 11 13 15 2 1 3 14 18 17 4 7 10 6 12 5 6 12 14 17 18 10 4 5 7 13 15 16 2 1 3 8 9 11 4 3 5 1 6 8 9 7 2 11 10 13 12 15 14 18 16 17 9 7 10 13 12 11 5 15 17 18 16 14 6 3 1 2 4 8 14 15 18 16 2 17 8 3 1 4 12 6 5 9 13 7 11 10 5 4 15 2 1 9 10 6 11 17 7 8 16 12 18 14 3 13 10 6 7 3 14 13 12 18 16 1 2 4 8 17 9 11 5 15 11 17 12 18 8 16 13 14 15 3 5 9 7 6 4 10 1 2 12 5 4 6 7 1 11 10 18 8 9 3 17 16 2 15 13 14 15 10 11 14 17 2 16 12 13 5 1 7 9 18 6 3 8 4 18 16 13 8 9 3 14 17 4 15 6 2 10 11 12 5 7 1 16 11 2 7 10 14 15 13 8 9 4 1 18 5 17 12 6 3 17 13 8 12 3 4 18 11 6 7 14 5 15 10 16 1 2 9 1 18 6 9 15 5 17 16 12 2 3 10 11 13 8 4 14 7 ,18x18,6,3,EASY,1156,343,1,15,1
0 0 0 0 4 0 0 0 10 0 0 12 14 13 0 0 0 18 8 9 0 10 11 0 1 13 0 0 17 0 2 3 4 5 7 0 13 0 0 14 15 0 2 0 4 0 7 0 0 8 9 10 0 0 2 0 4 6 5 3 0 0 8 0 0 13 0 14 16 15 18 17 7 0 9 0 0 13 14 15 0 0 0 0 3 1 2 6 5 0 14 10 0 16 0 0 3 0 2 0 0 6 0 0 0 11 12 13 3 5 0 0 0 6 8 0 0 17 0 10 12 0 13 18 0 14 10 7 8 12 17 11 4 14 0 18 16 15 0 2 6 0 3 9 15 0 14 18 9 16 0 2 0 1 0 0 4 0 0 0 10 11 0 0 5 1 0 2 0 0 0 8 0 11 17 12 0 0 0 0 0 11 7 8 10 0 0 17 0 16 14 0 13 0 0 0 2 0 12 0 0 17 13 14 15 4 0 6 0 5 0 0 11 0 0 0 0 0 0 0 1 8 10 0 0 0 0 0 11 0 12 0 0 7 0 0 13 0 16 0 0 5 17 2 8 4 0 18 0 3 14 10 0 0 0 15 14 0 16 0 0 13 3 7 9 0 0 2 6 8 11 0 12 13 3 4 18 0 5 0 0 0 0 0 0 9 0 15 0 15 0 0 8 1 17 11 9 0 10 0 0 5 7 13 4 3 18 17 0 0 7 5 0 16 0 0 4 0 6 0 0 12 1 0 ,1 2 3 5 4 7 6 8 10 9 11 12 14 13 15 16 17 18 8 9 16 10 11 12 1 13 14 15 17 18 2 3 4 5 7 6 13 6 17 14 15 18 2 3 4 5 7 16 1 8 9 10 11 12 2 1 4 6 5 3 7 9 8 11 12 13 10 14 16 15 18 17 7 8 9 11 12 13 14 15 16 10 18 17 3 1 2 6 5 4 14 10 15 16 18 17 3 1 2 4 5 6 7 9 8 11 12 13 3 5 1 4 2 6 8 7 11 17 9 10 12 15 13 18 16 14 10 7 8 12 17 11 4 14 13 18 16 15 5 2 6 1 3 9 15 13 14 18 9 16 5 2 12 1 6 3 4 7 17 8 10 11 4 3 5 1 6 2 9 10 7 8 13 11 17 12 18 14 15 16 9 11 7 8 10 15 12 17 18 16 14 1 13 6 3 4 2 5 12 16 18 17 13 14 15 4 3 6 2 5 8 10 11 7 9 1 5 4 2 3 1 8 10 18 6 14 15 9 11 16 12 17 13 7 6 12 13 7 16 9 11 5 17 2 8 4 15 18 1 3 14 10 17 18 11 15 14 10 16 12 1 13 3 7 9 4 5 2 6 8 11 14 12 13 3 4 18 6 5 7 1 2 16 17 10 9 8 15 16 15 6 2 8 1 17 11 9 12 10 14 18 5 7 13 4 3 18 17 10 9 7 5 13 16 15 3 4 8 6 11 14 12 1 2 ,18x18,6,3,EASY,5125,31,1,31,1
